title	genres
Whirlpool (1949)	Crime|Drama|Film-Noir|Mystery
Little Lili (La petite Lili) (2003)	Drama
Didier (1997)	Comedy|Fantasy
Grande école (2004)	Drama
Fat People (Gordos) (2009)	Comedy
This Happy Breed (1944)	Comedy|Drama
Yella (2007)	Drama|Romance|Thriller
Destricted (2006)	Drama
Culloden (The Battle of Culloden) (1964)	Documentary|Drama|War
Distant Thunder (Ashani Sanket) (1973)	Drama
Out of Mind: The Stories of H.P. Lovecraft (1998)	Fantasy|Horror
Cool Air (2006)	Horror
Rain People, The (1969)	Drama
I Even Met Happy Gypsies (Skupljaci perja) (1967)	Drama
Endgame (2009)	Drama
Dead Air (2009)	Horror|Sci-Fi|Thriller
Puppetry of the Penis: Live at the Forum (Puppetry of the Penis: The Ancient Art of Genital Origami) (2001)	Comedy|Documentary
Island of Dr. Moreau, The (1977)	Adventure|Fantasy|Horror|Romance|Sci-Fi|Thriller
Malice N Wonderland (2010)	Drama|Musical
Stones in Exile (2010)	Documentary|Musical
Cousins, The (Cousins, Les) (1959)	Drama|Romance
Dynamite Girl (Dynamiittityttö) (1944)	Comedy|Crime
Gumshoe (1971)	Comedy|Crime|Drama|Mystery
Guts (Agallas) (2009)	Action|Crime
Salvador (Puig Antich) (2006)	Drama
Slam Dunk Ernest (1995)	Children|Comedy
Waiting Women (Kvinnors väntan) (1952)	Comedy|Drama
Romance on the High Seas (1948)	Comedy|Musical|Romance
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004)	Documentary
South Park: Imaginationland (2008)	Animation|Comedy|Fantasy
Marie and Bruce (2004)	Comedy|Drama
Intern, The (2000)	Comedy
Kurt Cobain About a Son (2006)	Documentary|Musical
Horror Business (2005)	Documentary
Hold Back the Dawn (1941)	Drama|Romance
Gazebo, The (1959)	Comedy|Crime
Inside the Twin Towers (2006)	Drama
We Stand Alone Together (2001)	Documentary
Predators (2010)	Action|Sci-Fi|Thriller
Far North (2007)	Drama|Romance|Thriller
Leslie, My Name is Evil (Manson, My Name is Evil) (2009)	Comedy|Crime|Fantasy
Thank Your Lucky Stars (1943)	Comedy|Musical
Fixer, The (1968)	Drama
When You're Strange (2009)	Documentary
Flight That Fought Back, The (2005)	Drama
Hell and High Water (1954)	Adventure|Drama|Thriller
Young Bess (1953)	Drama|Romance
Despicable Me (2010)	Animation|Children|Comedy|Crime
So Proudly We Hail! (1943)	Drama|Romance|War
31 North 62 East (2009)	Thriller
Irene in Time (2009)	Comedy|Drama|Romance
Captains of the Clouds (1942)	Action|Drama|War
Front Line, The (2006)	Crime|Drama|Thriller|War
Girl of the Golden West (1938)	Musical|Romance|Western
Sweethearts (1938)	Musical|Romance
Inception (2010)	Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
Grown Ups (2010)	Comedy
Thirst (2008)	Drama
Sorcerer's Apprentice, The (2010)	Action|Adventure|Children|Comedy|Fantasy
Tokyo Zombie (Tôkyô zonbi) (2005)	Action|Comedy|Horror
Swedish Auto (2006)	Drama|Romance
Creepshow 3 (2006)	Horror
Knight and Day (2010)	Action|Comedy|Thriller
Greatest, The (2009)	Drama|Romance
Roadracers (1994)	Drama
Raincoat (2004)	Drama|Romance
Fastest Gun Alive, The (1956)	Western
Nightwatching (2007)	Drama|Mystery
Fear City (1984)	Crime|Drama|Mystery|Thriller
Sade (2000)	Crime|Drama
Without Bias (a.k.a. Len Bias) (2009)	Documentary
Phantom, The (2009)	Action|Adventure|Crime|Fantasy
Karate Kid, The (2010)	Action|Children|Drama
Good Guy, The (2009)	Comedy|Romance
Like Minds (Murderous Intent) (2006)	Crime|Mystery|Thriller
Yellow Handkerchief, The (2008)	Drama|Romance
Comrades (1986)	Drama
Snake-Crane Secret (She hao dan xin zhen jiu zhou) (1976)	Action|Drama
Yumeji (1991)	Drama|Fantasy
Zigeunerweisen (Tsigoineruwaizen) (1980)	Horror|Mystery
Kids Are All Right, The (2010)	Comedy|Drama
Perestroika (2009)	Drama
Terror is a Man (1959)	Horror|Sci-Fi
Twilight People, The (1973)	Horror
Serbian Film, A (Srpski film) (2010)	Horror|Thriller
Home (2008)	Drama
Cherrybomb (2009)	Drama|Thriller
Batman: Under the Red Hood (2010)	Action|Animation
Pont du Nord, Le (1981)	Comedy|Fantasy|Mystery
My Boy (1921)	Comedy|Drama
Windy Day (Tuulinen päivä) (1962)	Drama
Siffleurs, Les (Viheltäjät) (1964)	Drama
Mammy (1930)	Comedy|Drama|Musical
Wizard of Oz, The (1925)	Adventure|Children|Comedy|Fantasy
Salt (2010)	Action|Thriller
No. 1 Ladies' Detective Agency, The (2008)	Comedy|Crime|Mystery
Sinbad (Szindbád) (1971)	Drama
Hamster Factor and Other Tales of Twelve Monkeys, The (1997)	Documentary
Winnebago Man (2009)	Comedy|Documentary
Crime of Passion (1958)	Crime|Drama|Film-Noir
Patsy, The (1928)	Comedy|Drama|Romance
Passing Strange (2009)	Documentary|Musical
Watch Out for the Automobile (Beregis avtomobilya) (1966)	Comedy|Crime|Romance
Peg o' My Heart (1933)	Drama|Romance
Downstairs (1932)	Drama
Five and Ten (1931)	Romance
Dark Island (2010)	Action|Sci-Fi|Thriller
Smashing Pumpkins: If All Goes Wrong (2008)	Documentary|Musical
Pearl Jam: Immagine in Cornice - Live in Italy 2006 (2007)	Documentary|Musical
Mr. Nobody (2009)	Drama|Fantasy|Romance|Sci-Fi
Girasoli, I (Sunflower) (1970)	Drama
Play Dirty (1969)	Action|Adventure|Drama|War
Silver Chalice, The (1954)	Drama|Romance
George Washington Slept Here (1942)	Comedy
Last Truck: Closing of a GM Plant, The (2009)	Documentary
Telstar: The Joe Meek Story (2008)	Comedy|Drama
In A Day (2006)	Romance
Name for Evil, A (1973)	Horror
Dinner for Schmucks (2010)	Comedy
8: The Mormon Proposition (2010)	Documentary
Man Who Left His Will on Film, The (Tôkyô sensô sengo hiwa) (1970)	Drama
Diary of a Shinjuku Thief (Shinjuku dorobo nikki) (1969)	Comedy|Drama
Nanny McPhee Returns (a.k.a. Nanny McPhee and the Big Bang) (2010)	Children|Comedy|Fantasy
Mid-August Lunch (Pranzo di ferragosto) (2008)	Comedy|Drama
Northerners, The (De noorderlingen) (1992)	Comedy
3 Needles (2005)	Drama
Olivier, Olivier (1992)	Drama
Power of Kangwon Province, The (Kangwon-do ui him) (1998)	Drama
Taking Off (1971)	Comedy|Drama
Safe Sex (1999)	Comedy
Restless (Uro) (2006)	Action|Crime|Thriller
Town That Dreaded Sundown, The (1976)	Crime|Drama|Horror|Mystery|Thriller
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)	Crime|Drama|Thriller
North (Nord) (2009)	Comedy|Drama
Amar Akbar Anthony (1977)	Action|Comedy|Drama
Farsan (2010)	Comedy
Trans-Europ-Express (1966)	Thriller
Lies (Gojitmal) (1999)	Drama
Man from London, The (A Londoni férfi) (2007)	Crime|Drama|Mystery
Human Desire (1954)	Drama|Film-Noir
Treasure Island (1934)	Adventure
Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase) (1979)	Animation|Children|Comedy
Hellsinki (Rööperi) (2009)	Crime
Here and There (Tamo i ovde) (2009)	Comedy|Drama
Little Nicholas (Le petit Nicolas) (2009)	Comedy|Drama
Confucian Confusion, A (Du li shi dai) (1994)	Comedy
Grotesque (Gurotesuku) (2009)	Horror|Thriller
2:13 (2009)	Horror|Thriller
Shifty (2008)	Crime|Thriller
Ip Man 2 (2010)	Action
Dr. Moreau's House of Pain (2004)	Horror
I Remember (Eu Me Lembro) (2005)	Drama
I Am Maria (Jag är Maria) (1979)	Drama
Lucky (2010)	Documentary
Ramona and Beezus (2010)	Children|Comedy
Solstice (1994)	Drama
Year of the Hare, The (Jäniksen vuosi) (1977)	Drama|Romance
Yank in the R.A.F., A (1941)	Action|Adventure|Drama|Romance|War
Charlie St. Cloud (2010)	Drama|Fantasy|Romance
Rebound, The (2009)	Comedy|Romance
Other Guys, The (2010)	Action|Comedy
Thrilla in Manila (1975)	Documentary
Lineup, The (1958)	Crime|Drama|Film-Noir
Operation Endgame (2010)	Action|Comedy|Drama
Love in Another Language (Baska Dilde Ask) (2009)	Drama|Romance
Oh, Woe Is Me (Hélas pour moi) (1993)	Comedy|Drama
Millions Game, The (Das Millionenspiel)	Action|Drama|Sci-Fi|Thriller
Affair in Trinidad (1952)	Drama|Film-Noir|Musical|Thriller
She-Wolf of London (1946)	Action|Drama|Horror|Mystery
Cradle of Fear (2001)	Crime|Drama|Horror|Mystery|Thriller
Kautokeino Rebellion, The (Kautokeino-opprøret) (2008)	Drama
Inner Life of Martin Frost, The (2007)	Comedy|Drama
Family, The (Famiglia, La) (1987)	Drama|Musical|Romance
Terrace, The (Terrazza, La) (1980)	Drama
Dreamboat (1952)	Comedy
Desperados, The (1969)	Western
Haunted Strangler, The (Grip of the Strangler) (1958)	Crime|Horror|Mystery
L-Shaped Room, The (1962)	Drama
North West Mounted Police (1940)	Action|Adventure|Drama|Romance|Western
Great Caruso, The (1951)	Drama|Musical
Triage (2009)	Drama|War
Call Me Madam (1953)	Comedy|Musical|Romance
Two Escobars, The (2010)	Crime|Documentary
Invisible Agent (1942)	Adventure|Comedy|Sci-Fi|Thriller|War
Paper Man (2009)	Comedy|Drama
All Tomorrow's Parties (2009)	Documentary|Musical
Invisible Target (Naam yi boon sik) (2007)	Action|Crime
Bjarnfreðarson (2009)	Comedy|Drama
Expendables, The (2010)	Action|Adventure|Thriller
Scott Pilgrim vs. the World (2010)	Action|Comedy|Fantasy|Musical|Romance
Spanish Main, The (1945)	Adventure|Drama|Romance
Svengali (1931)	Drama|Horror
Sheep Eaters (Lampaansyöjät) (1972)	Comedy|Drama
Animal Kingdom (2010)	Crime|Drama
Exploding Girl, The (2009)	Drama
Prodigal Sons (2008)	Documentary
Seven Angry Men (1955)	Drama|Western
May 6th (06/05) (2004)	Drama|Thriller
Thorn in the Heart, The (2009)	Documentary
See What I'm Saying: The Deaf Entertainers Documentary (2010)	Documentary
Facing Ali (2009)	Documentary
Beast, The (1996)	Drama|Horror|Thriller
Pretty Bird (2008)	Comedy|Drama
Raajneeti (2010)	Crime|Drama|Romance
Return of Frank James, The (1940)	Western
Moloch (Molokh) (1999)	Drama
Story of My Life, The (Mensonges et trahisons et plus si affinités...) (2004)	Comedy|Romance
Crossworlds (1997)	Action|Comedy|Sci-Fi
Centurion (2010)	Action|Adventure|Drama|Thriller|War
I Killed My Mother (J'ai tué ma mère) (2009)	Drama
Life During Wartime (2009)	Comedy|Drama
Lion's Den (Leonera) (2008)	Drama
That Most Important Thing: Love (L'important c'est d'aimer) (1975)	Drama|Romance
Pope Joan (Die Päpstin) (2009)	Drama|Romance
Cluny Brown (1946)	Comedy|Romance
Babies (Bébé(s)) (2010)	Documentary
Green Room, The (a.k.a. Vanishing Fiancee) (La chambre verte) (1978)	Drama
Captain Conan (Capitaine Conan) (1996)	Drama|War
Easy Living (1937)	Comedy|Romance
Like It Is (1998)	Drama
Ankur (The Seedling) (1974)	Drama
For Neda (2010)	Documentary
Battle of the Rails, The (La bataille du rail) (1946)	Drama|War
Spider Forest (Geomi sup) (2004)	Drama|Horror|Mystery|Thriller
What Goes Up (2009)	Drama
12th & Delaware (2010)	Documentary
Wonder Bar (1934)	Comedy|Crime|Drama|Musical|Romance
Experiment, The (2010)	Drama|Thriller
Black Water (2007)	Adventure|Drama|Horror|Thriller
Schmatta: Rags to Riches to Rags (2009)	Documentary
Heartless (2009)	Fantasy|Horror|Mystery|Thriller
Smash His Camera (2010)	Documentary
Chicago (1927)	Comedy|Crime|Drama
Underworld (1927)	Crime|Drama|Film-Noir
Piranha (Piranha 3D) (2010)	Action|Horror|Thriller
Milka - A Film About Taboos (Milka - elokuva tabuista) (1980)	Drama
FC Venus (2006)	Comedy|Romance
Extraordinary Adventures of Adèle Blanc-Sec, The (2010)	Action|Adventure|Fantasy|Mystery
Get Low (2009)	Comedy|Drama|Mystery
Danse: The Paris Opera Ballet, La (La Danse - Le ballet de l'Opéra de Paris) (2009)	Documentary
According to Greta (2009)	Drama|Romance
Accident (Yi ngoi) (2009)	Thriller
Centre Stage: Turn It Up (2008)	Drama|Romance
Tony Manero (2008)	Crime|Drama
Fate Is the Hunter (1964)	Drama
Blue Skies (1946)	Comedy|Drama|Musical|Romance
Mating Season, The (1951)	Comedy
Prince of Foxes (1949)	Adventure|Drama
Terribly Happy (Frygtelig lykkelig) (2008)	Crime|Drama|Film-Noir|Thriller
Eclipse, The (2009)	Drama|Horror|Thriller
Pohjanmaa (1988)	Drama
Joneses, The (2009)	Comedy|Drama
With a Song in My Heart (1952)	Drama|Musical
Love Parade, The (1929)	Comedy|Musical|Romance
Girl on the Train, The (La fille du RER) (2009)	Drama
Pyaar Impossible (2010)	Comedy|Romance
Rains Came, The (1939)	Adventure|Drama|Romance
Children of Invention (2009)	Drama
Gainsbourg (Vie Héroïque) (2010)	Drama|Musical|Romance
Wild Grass (Herbes folles, Les) (2009)	Drama|Romance
Giallo (2009)	Crime|Horror|Thriller
Gaby: A True Story (1987)	Drama|Romance
Ole dole doff (1968)	Drama
Jumbo (Billy Rose's Jumbo) (1962)	Comedy|Musical|Romance
Miss Sadie Thompson (1953)	Drama|Musical|Romance
Tekken (2010)	Action|Sci-Fi
President's Man, The (2000)	Action|Adventure|Thriller
Wedding Photographer, The (Bröllopsfotografen) (2009)	Comedy|Drama|Romance
Giliap (1975)	Crime|Drama
Don Quixote (2000)	Adventure|Comedy|Drama|Romance
Secret Adventures of Gustave Klopp, The (Narco) (2004)	Action|Comedy|Fantasy
Blood into Wine (2010)	Documentary
Deadly Circuit (Mortelle randonnée) (1983)	Crime|Mystery|Thriller
Something Like Happiness (Stestí) (2005)	Comedy|Drama
Story of Marie and Julien, The (Histoire de Marie et Julien) (2003)	Drama|Mystery|Romance
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989)	Action|Adventure|Animation|Fantasy|Sci-Fi
Retribution (Sakebi) (2006)	Horror|Mystery|Thriller
Last Exorcism, The (2010)	Horror|Thriller
Mother Joan of the Angels (Matka Joanna od aniolów) (1961)	Drama|Horror
Camila (1984)	Drama|Romance
Christopher Strong (1933)	Drama
San Pietro (1945)	Documentary|War
Dance, Girl, Dance (1940)	Comedy|Drama
King Lear (Korol Lir) (1971)	Drama
Black Girl (La noire de...) (1966)	Drama
Rosa Luxemburg (1986)	Drama
Sisters (Syostry) (2001)	Action|Crime|Drama
American, The (2010)	Drama|Thriller
How Tasty Was My Little Frenchman (Como Era Gostoso o Meu Francês) (1971)	Comedy|Drama
Children of Hiroshima (Gembaku no ko) (1952)	Drama|War
Kisses (Kuchizuke) (1957)	Drama|Romance
If God Is Willing and da Creek Don't Rise (2010)	Documentary
Jackass 2.5 (2007)	Comedy|Documentary
Christmas Toy, The (1986)	Children|Musical
Wildcat, The (Die Bergkatze) (1921)	Comedy|Drama|Romance
Hypothesis of the Stolen Painting, The (L'hypothèse du tableau volé) (1979)	Drama|Mystery
Trials of Oscar Wilde, The (1960)	Drama
Urban Menace (1999)	Action|Horror
Cartoon All-Stars to the Rescue (1990)	Animation|Children|Comedy|Drama|Fantasy
Flintstone Kids' Just Say No Special, The (1988)	Animation|Children
Horde, The (La Horde) (2009)	Action|Horror|Thriller
Burrowing (Man tänker sitt) (2009)	Drama
Switch, The (2010)	Comedy|Romance
Golem (1980)	Drama|Mystery|Sci-Fi
Elephants Dream (2006)	Animation|Fantasy|Sci-Fi
8th Wonderland (2008)	Drama|Thriller
GasLand (2010)	Documentary
Dark Wind, The (1991)	Action|Mystery
Fear and Desire (1953)	Drama|War
No One Dies in Lily Dale (2010)	Documentary
Shouting Fire: Stories from the Edge of Free Speech (2009)	Documentary
Vesku from Finland (Vesku) (2010)	Documentary
Dirty Ho (Lan tou He) (1976)	Action|Drama
Visual Acoustics (2008)	Documentary
End of Poverty, The (2008)	Documentary
Swan and the Wanderer, The (Kulkuri ja joutsen) (1999)	Drama
Hated (1994)	Documentary
Machete (2010)	Action|Adventure|Comedy|Crime|Thriller
Step Up 3D (2010)	Drama|Romance
Smart Money (1931)	Crime|Drama
Off and Running (2009) 	Documentary
Truth, The (2010) 	Thriller
Wedding Song, The (2008) 	Drama|War
Going the Distance (2010)	Comedy|Romance
Bananaz (2008)	Documentary
False as Water (Falsk som vatten) (1985)	Drama|Mystery|Thriller
Moon Is Blue, The (1953)	Comedy|Romance
Love Letters (1945)	Drama|Mystery|Romance
Pride of the Marines (1945)	Drama|War
Comrade X (1940)	Comedy|Drama
Above and Beyond (1952)	Action|Drama
Four Stories of St. Julian (2010) 	Crime|Thriller
Bill Bailey: Tinselworm (2008)	Comedy|Documentary
Babes on Broadway (1941)	Comedy|Musical|Romance
Conquest (1937)	Drama|Romance
Street with No Name, The (1948)	Crime|Drama|Film-Noir|Thriller
It's a Great Feeling (1949)	Comedy
Joker Is Wild, The (All the Way) (1957)	Drama|Musical
Reincarnation of Peter Proud, The (1975)	Horror|Mystery
Come On, Rangers (1938)	Romance|Western
Oh, Susanna! (1936)	Romance|Western
Worthless, The (Arvottomat) (1982)	Crime|Drama
Blood River (2009)	Horror|Thriller|Western
Abandoned (2010)	Drama|Mystery|Thriller
Saimaa Gesture, The (Saimaa-ilmiö) (1981)	Documentary
Offside (2006)	Comedy|Drama
Still Bill (2009)	Documentary
Homecoming (2009)	Drama|Thriller
Beach Red (1967)	Drama|War
Song to Remember, A (1945)	Drama
Arch of Triumph (1948)	Drama|Romance|War
Vampires Suck (2010)	Comedy
Young Again (1986)	Fantasy
Men in the City (Männerherzen) (2009)	Comedy
Theory of Everything, The (2006)	Drama
$5 a Day (2008)	Comedy|Drama
Resident Evil: Afterlife (2010)	Action|Horror|Sci-Fi|Thriller|IMAX
Symbol (Shinboru) (2009)	Comedy|Fantasy
22 Bullets (L'immortel) (2010)	Action|Crime|Thriller
Larceny, Inc. (1942)	Comedy|Crime|Drama
New Country, The (Det nya landet) (2000)	Comedy|Drama
Triangle (Tie saam gok) (2007)	Action
Trance (1998)	Horror
Io Island (Iodo) (1977)	Mystery
Seopyeonje (1993)	Drama|Musical
Heroes for Sale (1933)	Drama
Western Union (1941)	Western
Pornographer, The (Le pornographe) (2001)	Drama
Palermo Shooting (2008)	Drama
Our Relations (1936)	Comedy
Hunchback, The (1997)	Drama
Someone's Watching Me! (1978)	Horror|Mystery|Thriller
Sue (1997)	Drama
Season of the Witch (Hungry Wives) (Jack's Wife) (1972)	Drama|Horror
Princess (Prinsessa) (2010)	Drama
Long Weekend (1978)	Horror|Mystery|Thriller
Social Network, The (2010)	Drama
Few of Us (1996)	Drama
Juvenile Court (1973)	Documentary
Superman/Batman: Apocalypse (2010)	Animation
Design for Scandal (1941)	Comedy|Romance
Otis (2008)	Comedy|Crime|Horror|Thriller
Man Vanishes, A (Ningen Johatsu) (1967)	Documentary|Drama|Mystery
History of Postwar Japan as Told by a Bar Hostess (Nippon Sengoshi - Madamu onboro no Seikatsu) (1970)	Documentary
Married Woman, A (Une femme mariée) (1964)	Drama
Town, The (2010)	Crime|Drama|Thriller
Kapò (1959)	Drama|War
Phenix City Story, The (1955)	Crime|Drama|Film-Noir
Some Days Are Better Than Others (2010)	Drama
Fear Me Not (Den du frygter) (2008)	Drama|Thriller
Infestation (2009)	Action|Comedy|Sci-Fi
2012: Supernova (2009)	Action|Sci-Fi
Easy A (2010)	Comedy|Romance
Eat Pray Love (2010)	Drama|Romance
Howl (2010)	Drama
Camp Hell (2010)	Thriller
Blue Gold: World Water Wars (2008)	Documentary
Rocket from Calabuch, The (Calabuch) (1956)	Comedy
Come Blow Your Horn (1963)	Comedy
Susan Slept Here (1954)	Comedy|Drama
I'm Still Here (2010)	Comedy|Drama
Saratoga Trunk (1945)	Drama|Romance
Girl 27 (2007)	Documentary
Patrik Age 1.5 (Patrik 1,5) (2008)	Comedy|Drama|Romance
Flipped (2010)	Comedy|Drama|Romance
IMAX: Hubble 3D (2010)	Documentary|IMAX
Wall Street: Money Never Sleeps (2010)	Drama
Tumbledown (1988)	War
Buster Keaton: A Hard Act to Follow (1987)	Documentary
Mister Buddwing (1966)	Drama
Legend of the Guardians: The Owls of Ga'Hoole (2010)	Adventure|Animation|Fantasy|IMAX
Cats & Dogs: The Revenge of Kitty Galore (2010)	Action|Children|Comedy
What's the Matter with Helen? (1971)	Crime|Drama|Horror|Musical
Rhapsody in Blue (1945)	Drama|Musical
Broadway Melody of 1936 (1935)	Musical|Romance
Boy on a Dolphin (1957)	Adventure|Romance
Lone Wolf and Cub: White Heaven in Hell (Kozure ôkami: Jigoku e ikuzo! Daigorô) (1974)	Action|Drama|Fantasy
Lone Wolf and Cub: Baby Cart in the Land of Demons (Kozure Ôkami: Meifumadô) (1973)	Action|Drama|Thriller
Diên Biên Phú (1992)	Drama|War
Missing Person, The (2009)	Drama|Film-Noir|Mystery
Amigo (2010)	Drama|War
Edward, My Son (1949)	Drama
Beneath the 12-Mile Reef (1953)	Adventure
The Oscar (1966)	Drama
Classe Tous Risques (Big Risk, The) (1960)	Crime|Drama|Film-Noir|Romance|Thriller
Monga (2010)	Crime|Drama
Killing Kasztner (2008)	Documentary
It's Kind of a Funny Story (2010)	Comedy|Drama
Mudhoney (1965)	Drama
Entre nos (Between Us) (2009)	Drama
Just Like Us (2010)	Comedy|Documentary
Voyeur (Abel) (1986)	Comedy
Kanchenjungha (1962)	Drama
Jolly Boys' Last Stand, The (2000)	Comedy|Drama
Squaw Man, The (1914)	Drama|Western
Middle Men (2010)	Comedy|Crime|Drama
(Untitled) (2009)	Comedy|Drama
Paper Will Be Blue, The (Hîrtia va fi albastrã) (2006)	Action|Drama
Ricky (2009)	Comedy|Drama|Fantasy
Poughkeepsie Tapes, The (2007)	Horror|Mystery|Thriller
Eighth Day, The (Den Åttonde dagen) (1979)	Children|Drama
Luke and Lucy: The Texas Rangers (Suske en Wiske: De Texas rakkers) (2009)	Adventure|Animation|Comedy|Western
Last Letter, The (La dernière lettre) (2002)	Drama
Deciduous Tree (Tree Without Leaves) (Rakuyôju) (1986)	Drama
Remote Control (1930)	Comedy|Drama
Alice in Wonderland (1933)	Adventure|Children|Fantasy
Hardcore (2004)	Crime|Drama
Crimson Wing: Mystery of the Flamingos, The (2008)	Documentary
Saint John of Las Vegas (2009)	Comedy|Drama
Patsy (2008)	Comedy|Drama|Mystery|Romance
